release_id,track_number,performance_id,track_title,duration_seconds,spotify_track_url,notes
release-daves-picks-volume-7-1978-04-24,20,gd-1978-04-24-werewolves-of-london-3-1,Werewolves of London,467,,disc 3 track 7; MusicBrainz recording e97d8be9-40aa-42a1-9644-a75b48101e82; title aligned uniquely and monotonically with the gd-1978-04-24 setlist.
release-daves-picks-volume-8-1980-11-30,1,gd-1980-11-30-feel-like-a-stranger-1-1,Feel Like a Stranger,559,,disc 1 track 1; MusicBrainz recording 17869b56-5fa3-43ec-9176-90952c7969ad; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,2,gd-1980-11-30-loser-1-2,Loser,497,,disc 1 track 2; MusicBrainz recording 69361642-217d-458e-8982-90ce44891025; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,3,gd-1980-11-30-cassidy-1-3,Cassidy,313,,disc 1 track 3; MusicBrainz recording ab4e8c2a-b560-4fa2-9600-0d9ad1d6248a; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,4,gd-1980-11-30-ramble-on-rose-1-4,Ramble On Rose,474,,disc 1 track 4; MusicBrainz recording 88d68829-c013-4873-9235-bf2569a8c1d2; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,5,gd-1980-11-30-little-red-rooster-1-5,Little Red Rooster,573,,disc 1 track 5; MusicBrainz recording e6816dd4-e4eb-416a-a863-6c1222a2df9b; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,6,gd-1980-11-30-bird-song-1-6,Bird Song,561,,disc 1 track 6; MusicBrainz recording e34177c1-f918-4031-aa13-ac3f8e389f6a; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,7,gd-1980-11-30-me-and-my-uncle-1-7,Me and My Uncle >,179,,disc 1 track 7; MusicBrainz recording cd3b496c-fcc4-4c63-a14c-761fef114c53; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,8,gd-1980-11-30-big-river-1-8,Big River,354,,disc 1 track 8; MusicBrainz recording 3ee36824-6048-4900-9bf8-495f8f6f6264; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,9,gd-1980-11-30-it-must-have-been-the-roses-1-9,It Must Have Been the Roses,432,,disc 1 track 9; MusicBrainz recording 7c2db6af-0b1a-4f9e-a172-d1d8149bac91; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,10,gd-1980-11-30-lost-sailor-1-10,Lost Sailor >,394,,disc 2 track 1; MusicBrainz recording 4de693a2-b5ff-403a-8e93-6ca7c0fcfe85; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,11,gd-1980-11-30-saint-of-circumstance-1-11,Saint of Circumstance >,390,,disc 2 track 2; MusicBrainz recording 9c9e0c63-f5a4-4498-93dc-a071bb73d44a; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,12,gd-1980-11-30-deal-1-12,Deal,488,,disc 2 track 3; MusicBrainz recording 102ceae1-e22b-419c-a807-1061bcfa4e5d; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,13,gd-1980-11-30-scarlet-begonias-2-1,Scarlet Begonias >,704,,disc 2 track 4; MusicBrainz recording 1539025f-aebf-4c00-88b0-e8244c21bdf7; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,14,gd-1980-11-30-fire-on-the-mountain-2-2,Fire on the Mountain,650,,disc 2 track 5; MusicBrainz recording cb876219-b82b-4db5-ae52-844d25311217; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,15,gd-1980-11-30-samson-and-delilah-2-3,Samson and Delilah,460,,disc 2 track 6; MusicBrainz recording bba24569-c717-4a28-a342-4dacaed3ca23; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,16,gd-1980-11-30-ship-of-fools-2-4,Ship of Fools,529,,disc 2 track 7; MusicBrainz recording 57b8aed4-28f0-411d-9038-4b84b5e4d0c5; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,17,gd-1980-11-30-playing-in-the-band-2-5,Playing in the Band >,952,,disc 3 track 1; MusicBrainz recording e8806ba6-a737-4531-a2cb-0cfef1125d82; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,18,gd-1980-11-30-drums-2-6,Drums >,684,,disc 3 track 2; MusicBrainz recording 08f068dc-5924-4a74-82b2-a690a137d415; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,19,gd-1980-11-30-space-2-7,Space >,262,,disc 3 track 3; MusicBrainz recording 832c7908-f0cb-499a-8a9c-bfe6652c8c2b; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,20,gd-1980-11-30-the-wheel-2-8,The Wheel >,409,,disc 3 track 4; MusicBrainz recording b5357508-dc57-4a17-89f9-5dfe8acfb1af; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,21,gd-1980-11-30-china-doll-2-9,China Doll >,409,,disc 3 track 5; MusicBrainz recording 2b504209-2315-4ba9-86bb-97317d129f7d; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,22,gd-1980-11-30-around-and-around-2-10,Around and Around >,240,,disc 3 track 6; MusicBrainz recording 803f7269-1ddd-4f4d-9dfd-8b1d90264457; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,23,gd-1980-11-30-johnny-b-goode-2-11,Johnny B. Goode,289,,disc 3 track 7; MusicBrainz recording 65e6df5c-3d40-4487-8fda-2802634ee2f5; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-8-1980-11-30,24,gd-1980-11-30-uncle-john-s-band-3-1,Uncle John’s Band,465,,disc 3 track 8; MusicBrainz recording e94013d1-d659-4694-9d34-b04521d0f62b; title aligned uniquely and monotonically with the gd-1980-11-30 setlist.
release-daves-picks-volume-9-1974-05-14,1,gd-1974-05-14-bertha-1-1,Bertha,375,,disc 1 track 1; MusicBrainz recording 979f062d-b79c-4b80-9cc7-2859597eedac; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,2,gd-1974-05-14-me-and-my-uncle-1-2,Me and My Uncle,195,,disc 1 track 2; MusicBrainz recording f6e1b205-42bb-45e9-96f8-401e649e0b16; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,3,gd-1974-05-14-loser-1-3,Loser,399,,disc 1 track 3; MusicBrainz recording 0305ee60-c4de-4330-984a-3cc5dd64a666; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,4,gd-1974-05-14-black-throated-wind-1-4,Black‐Throated Wind,412,,disc 1 track 4; MusicBrainz recording 39ea0f0b-70d7-4282-91cc-cd867ede5734; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,5,gd-1974-05-14-scarlet-begonias-1-5,Scarlet Begonias >,441,,disc 1 track 5; MusicBrainz recording 79efe120-828e-4999-9a3f-f7ae0b08855e; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,6,gd-1974-05-14-it-must-have-been-the-roses-1-6,It Must Have Been the Roses,343,,disc 1 track 6; MusicBrainz recording cef40743-9f37-44bf-88ca-b4a8a33bc72b; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,7,gd-1974-05-14-jack-straw-1-7,Jack Straw,318,,disc 1 track 7; MusicBrainz recording 06420776-5fe1-42cc-aa7d-293d15a35d36; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,8,gd-1974-05-14-tennessee-jed-1-8,Tennessee Jed,498,,disc 1 track 8; MusicBrainz recording b5867b9d-be35-44d8-bb5d-f0889d600af4; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,9,gd-1974-05-14-mexicali-blues-1-9,Mexicali Blues,219,,disc 1 track 9; MusicBrainz recording 730e230a-041c-432c-b369-d1ebb61b7e89; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,10,gd-1974-05-14-deal-1-10,Deal,286,,disc 1 track 10; MusicBrainz recording a4b67d70-996e-4eaf-ad6f-546089af433b; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,11,gd-1974-05-14-big-river-1-11,Big River,321,,disc 2 track 1; MusicBrainz recording 1b6553fa-36fb-420b-96d8-dad326f4281f; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,12,gd-1974-05-14-brown-eyed-women-1-12,Brown‐Eyed Women,313,,disc 2 track 2; MusicBrainz recording dc98e925-223a-4ff7-b96a-3adf5e4a9563; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,13,gd-1974-05-14-playing-in-the-band-1-13,Playing in the Band,1254,,disc 2 track 3; MusicBrainz recording 9b1a14e3-f2db-428c-9322-124f98c5cbc3; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,14,gd-1974-05-14-u-s-blues-2-1,U.S. Blues,348,,disc 2 track 4; MusicBrainz recording 5e318147-71f9-43a1-8d38-8e4a713ea642; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,15,gd-1974-05-14-el-paso-2-2,El Paso,284,,disc 2 track 5; MusicBrainz recording 1c17851c-beca-44cd-94f6-3aed1513207f; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,16,gd-1974-05-14-row-jimmy-2-3,Row Jimmy,533,,disc 2 track 6; MusicBrainz recording 19c01375-dee4-4766-b439-b06bfd36b0b0; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,17,,Weather Report Suite >,968,,"disc 3 track 1; MusicBrainz recording 5bfe5e5d-dafe-4a25-b7ea-2503741ae9ad; no canonical performance mapped: title is not in the show's canonical setlist (intro, tuning, banter, or source-only segment)."
release-daves-picks-volume-9-1974-05-14,18,gd-1974-05-14-dark-star-2-7,Dark Star >,1599,,disc 3 track 2; MusicBrainz recording 55c576f9-510f-4de2-92b5-5f4b0df5b737; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,19,gd-1974-05-14-china-doll-2-8,China Doll,352,,disc 3 track 3; MusicBrainz recording e4a56513-9a8e-45c2-9753-61a738d835dd; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,20,gd-1974-05-14-promised-land-2-9,Promised Land,226,,disc 3 track 4; MusicBrainz recording 05ac1246-6ced-47e9-86a4-84ff502dcc3a; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,21,gd-1974-05-14-not-fade-away-2-10,Not Fade Away >,375,,disc 3 track 5; MusicBrainz recording 0abd94c2-c2c8-4e3e-8972-08d993a923e9; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,22,gd-1974-05-14-goin-down-the-road-feelin-bad-2-11,Goin’ Down the Road Feeling Bad,598,,disc 3 track 6; MusicBrainz recording e7cbda9f-1749-4717-a71f-315368ad387c; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-daves-picks-volume-9-1974-05-14,23,gd-1974-05-14-one-more-saturday-night-3-1,One More Saturday Night,290,,disc 3 track 7; MusicBrainz recording 7816e3d9-4531-4a36-acc8-de0775ac131e; title aligned uniquely and monotonically with the gd-1974-05-14 setlist.
release-dead-set-1981,1,,Samson and Delilah,307,,disc 1 track 1; MusicBrainz recording 42c97d2f-c5f2-4cb4-bfd8-af32e38fa0b3; no canonical performance mapped: setlist alignment for gd-1980-10-10 held (source_order_conflict_at_track_2:New Minglewood Blues).
release-dead-set-1981,2,gd-1980-10-27-friend-of-the-devil-2-3,Friend of the Devil,451,,disc 1 track 2; MusicBrainz recording 3c812fb7-aabb-4848-83a9-21f31ae0ef8b; title aligned uniquely and monotonically with the gd-1980-10-27 setlist.
release-dead-set-1981,3,,New Minglewood Blues,284,,disc 1 track 3; MusicBrainz recording a71cee60-83f9-45cf-8888-45af96efe619; no canonical performance mapped: setlist alignment for gd-1980-10-10 held (source_order_conflict_at_track_2:New Minglewood Blues).
release-dead-set-1981,4,gd-1980-10-04-deal-2-12,Deal,286,,disc 1 track 4; MusicBrainz recording f3335530-7c7c-47d4-80ee-ee0c3b6bd8d7; title aligned uniquely and monotonically with the gd-1980-10-04 setlist.
release-dead-set-1981,5,gd-1980-10-29-candyman-2-5,Candyman,438,,disc 1 track 5; MusicBrainz recording 27b09734-4f65-4d5b-bcea-97e1f52448e9; title aligned uniquely and monotonically with the gd-1980-10-29 setlist.
release-dead-set-1981,6,gd-1980-10-29-little-red-rooster-2-6,Little Red Rooster,273,,disc 1 track 6; MusicBrainz recording 5fbf8f7c-bbaa-4d01-b006-dcb3b83faa61; title aligned uniquely and monotonically with the gd-1980-10-29 setlist.
release-dead-set-1981,7,gd-1980-10-11-loser-2-5,Loser,355,,disc 1 track 7; MusicBrainz recording 3abc597a-8ad0-4d10-a1c0-17caf25c90a5; title aligned uniquely and monotonically with the gd-1980-10-11 setlist.
release-dead-set-1981,8,gd-1980-10-11-passenger-2-6,Passenger,203,,disc 1 track 8; MusicBrainz recording a51cf5c4-fb61-4f80-b745-9336b37a4167; title aligned uniquely and monotonically with the gd-1980-10-11 setlist.
release-dead-set-1981,9,gd-1980-10-04-feel-like-a-stranger-3-1,Feel Like a Stranger,344,,disc 1 track 9; MusicBrainz recording 1143a162-62a5-4208-9c47-40999b61febf; title aligned uniquely and monotonically with the gd-1980-10-04 setlist.
release-dead-set-1981,10,gd-1980-10-25-franklin-s-tower-2-2,Franklin's Tower,325,,disc 1 track 10; MusicBrainz recording 64538c9f-3e10-4ef1-a4b6-e7846f11ae19; title aligned uniquely and monotonically with the gd-1980-10-25 setlist.
release-dead-set-1981,11,,Rhythm Devils,242,,"disc 1 track 11; MusicBrainz recording 5eea6c53-7457-4057-81a9-9b6ef1d99122; no canonical performance mapped: title is not in the show's canonical setlist (intro, tuning, banter, or source-only segment)."
release-dead-set-1981,12,gd-1980-10-31-space-3-6,Space,149,,disc 1 track 12; MusicBrainz recording 433fcef8-4dc3-466e-a384-b9d4d5c31568; title aligned uniquely and monotonically with the gd-1980-10-31 setlist.
release-dead-set-1981,13,gd-1980-10-31-fire-on-the-mountain-3-7,Fire on the Mountain,404,,disc 1 track 13; MusicBrainz recording 521d627d-ea10-4d3b-bc49-372d5a731aea; title aligned uniquely and monotonically with the gd-1980-10-31 setlist.
release-dead-set-1981,14,gd-1980-10-09-greatest-story-ever-told-3-2,Greatest Story Ever Told,245,,disc 1 track 14; MusicBrainz recording be43d5f9-eccd-468c-a5b0-208735396f88; title aligned uniquely and monotonically with the gd-1980-10-09 setlist.
release-dead-set-1981,15,gd-1980-10-03-brokedown-palace-4-1,Brokedown Palace,348,,disc 1 track 15; MusicBrainz recording b14e633c-76fd-4880-b0bd-9e089a5b42c4; title aligned uniquely and monotonically with the gd-1980-10-03 setlist.
release-dead-set-1981,16,,Let It Grow,578,,disc 2 track 1; MusicBrainz recording 82211b90-8532-46e2-a847-09ff9114fe43; no canonical performance mapped: setlist alignment for gd-1980-10-26 held (source_order_conflict_at_track_16:Sugaree).
release-dead-set-1981,17,,Sugaree,591,,disc 2 track 2; MusicBrainz recording ac9718b5-1e65-4d37-88bc-e10ea8d55dd6; no canonical performance mapped: setlist alignment for gd-1980-10-26 held (source_order_conflict_at_track_16:Sugaree).
release-dead-set-1981,18,gd-1980-10-13-c-c-rider-2-4,C. C. Rider,437,,disc 2 track 3; MusicBrainz recording 02982f69-8b39-4367-92c2-0002cfb6e545; title aligned uniquely and monotonically with the gd-1980-10-13 setlist.
release-dead-set-1981,19,,Row Jimmy,614,,disc 2 track 4; MusicBrainz recording b2aaa2e5-070e-49b9-949c-9f4c6f145beb; no canonical performance mapped: setlist alignment for gd-1980-10-10 held (source_order_conflict_at_track_2:New Minglewood Blues).
release-dead-set-1981,20,gd-1980-10-13-lazy-lightning-2-6,Lazy Lightnin',205,,disc 2 track 5; MusicBrainz recording 0e981c01-8db9-4760-9d21-40fdfae2573a; title aligned uniquely and monotonically with the gd-1980-10-13 setlist.
release-dead-set-1981,21,gd-1980-10-13-supplication-2-7,Supplication,349,,disc 2 track 6; MusicBrainz recording 73251e9a-1aa4-466e-abb3-19065a9eb4aa; title aligned uniquely and monotonically with the gd-1980-10-13 setlist.
release-dead-set-1981,22,gd-1980-10-25-high-time-2-5,High Time,520,,disc 2 track 7; MusicBrainz recording cf81c225-1d7d-4618-8ddf-d0b6ede9b139; title aligned uniquely and monotonically with the gd-1980-10-25 setlist.
release-dead-set-1981,23,,Jack Straw,377,,disc 2 track 8; MusicBrainz recording 0f689310-d281-4267-bea4-1f2fe960ab9b; no canonical performance mapped: setlist alignment for gd-1980-10-10 held (source_order_conflict_at_track_2:New Minglewood Blues).
release-dead-set-1981,24,gd-1980-10-07-shakedown-street-3-1,Shakedown Street,642,,disc 2 track 9; MusicBrainz recording 7d38c5d9-49fe-433f-a8ac-7fb660bea7ae; title aligned uniquely and monotonically with the gd-1980-10-07 setlist.
release-dead-set-1981,25,gd-1980-10-04-not-fade-away-3-7,Not Fade Away,290,,disc 2 track 10; MusicBrainz recording 1075ac36-0c74-42c2-8b06-e7c07067e007; title aligned uniquely and monotonically with the gd-1980-10-04 setlist.
release-dicks-picks-volume-1-1973-12-19,1,,Here Comes Sunshine,854,,disc 1 track 1; MusicBrainz recording 7f1c9987-2ccb-42de-84ac-d76ee0e4b2e6; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-1-1973-12-19,2,,Big River,323,,disc 1 track 2; MusicBrainz recording c6330792-f3b0-481b-9dfd-174706d7d249; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-1-1973-12-19,3,,Mississippi Half‐Step Uptown Toodleloo,450,,disc 1 track 3; MusicBrainz recording 9ee2a9e1-5d44-4ee4-844f-00be808cd99b; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-1-1973-12-19,4,,Weather Report Suite,956,,disc 1 track 4; MusicBrainz recording 5465bd7a-80f5-4333-881f-7e807c30b922; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-1-1973-12-19,5,,Big Railroad Blues,246,,disc 1 track 5; MusicBrainz recording 08515a54-7426-4863-98c2-ba0bd920c846; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-1-1973-12-19,6,,Playing in the Band,1271,,disc 1 track 6; MusicBrainz recording 85c09106-c4f8-4ea5-811a-a953fb31cfe1; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-1-1973-12-19,7,,He’s Gone >,649,,disc 2 track 1; MusicBrainz recording 2b792528-98b8-4cce-929a-003a3063eb23; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-1-1973-12-19,8,,Truckin’ >,558,,disc 2 track 2; MusicBrainz recording 1b575dd0-6b57-454f-abcd-88ba52a8b2cc; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-1-1973-12-19,9,,Nobody’s Fault but Mine >,353,,disc 2 track 3; MusicBrainz recording d748a335-89d9-4268-a717-e51b49ee4af5; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-1-1973-12-19,10,,Jam >,491,,disc 2 track 4; MusicBrainz recording a9ae1f32-1315-4e31-a280-0399784ef733; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-1-1973-12-19,11,,Other One >,117,,disc 2 track 5; MusicBrainz recording a52da63e-745b-4a42-a3fa-f0d8ddb6add7; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-1-1973-12-19,12,,Jam >,372,,disc 2 track 6; MusicBrainz recording 9233fb62-19b6-4dff-a349-d6e6419875cb; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-1-1973-12-19,13,,Stella Blue,526,,disc 2 track 7; MusicBrainz recording 5c965d3f-654f-46de-aa9c-3ecca29010cb; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-1-1973-12-19,14,,Around and Around,337,,disc 2 track 8; MusicBrainz recording 9b7d78e8-8d91-4f69-9cfb-20024eec53e7; no canonical performance mapped: setlist alignment for gd-1973-12-19 held (source_order_conflict_at_track_1:Big River).
release-dicks-picks-volume-10-1977-12-29,1,gd-1977-12-29-jack-straw-1-1,Jack Straw,426,,disc 1 track 1; MusicBrainz recording 1206612e-7c54-4dad-95c1-050de0c79bf4; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,2,gd-1977-12-29-they-love-each-other-1-2,They Love Each Other,465,,disc 1 track 2; MusicBrainz recording 170e7522-e45f-4843-a0e7-3bcd90dafe93; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,3,gd-1977-12-29-mama-tried-1-3,Mama Tried,229,,disc 1 track 3; MusicBrainz recording b755562f-be73-4a79-8050-b391bb0aab31; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,4,gd-1977-12-29-loser-1-4,Loser,510,,disc 1 track 4; MusicBrainz recording 83278756-2aeb-4745-8da2-d253a78ae9af; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,5,gd-1977-12-29-looks-like-rain-1-5,Looks Like Rain,518,,disc 1 track 5; MusicBrainz recording 736fc19c-66a4-4e7e-bce9-4b2c09785b47; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,6,gd-1977-12-29-tennessee-jed-1-6,Tennessee Jed,549,,disc 1 track 6; MusicBrainz recording 3d4a889c-dd7f-4380-ad25-a19f9fd21432; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,7,gd-1977-12-29-minglewood-blues-1-7,Minglewood Blues,365,,disc 1 track 7; MusicBrainz recording 814222c6-0576-467a-b9d6-a43686a22f45; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,8,gd-1977-12-29-sugaree-1-8,Sugaree,859,,disc 1 track 8; MusicBrainz recording 50a62cdf-d2cb-487f-a04e-946a29fd0eba; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,9,gd-1977-12-29-promised-land-1-9,Promised Land,275,,disc 1 track 9; MusicBrainz recording b84de594-ac1d-4d33-a375-72b1349c25ae; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,10,gd-1977-12-29-bertha-2-1,Bertha >,442,,disc 2 track 1; MusicBrainz recording 9825b1d3-01b0-4cc1-bddf-5f9ca10173eb; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,11,gd-1977-12-29-good-lovin-2-2,Good Lovin’,411,,disc 2 track 2; MusicBrainz recording 43a8a27a-8077-43c2-9d86-b4f92149e8eb; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,12,gd-1977-12-29-playing-in-the-band-2-5,Playing in the Band >,948,,disc 2 track 3; MusicBrainz recording 1afa0aa2-6bb7-497f-8a0d-a9c70d4c45eb; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,13,gd-1977-12-29-china-cat-sunflower-2-6,China Cat Sunflower >,339,,disc 2 track 4; MusicBrainz recording c4dcddeb-8955-4c6f-8fc7-2290e431e67e; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,14,gd-1977-12-29-i-know-you-rider-2-7,I Know You Rider >,327,,disc 2 track 5; MusicBrainz recording 0fbeb70c-dfd8-4367-9d65-d450254cb31e; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,15,gd-1977-12-29-china-doll-2-8,China Doll >,444,,disc 2 track 6; MusicBrainz recording cf847105-9940-4962-8e18-576ca03a41f3; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,16,,Playing Jam >,100,,"disc 2 track 7; MusicBrainz recording 003e7236-9898-475e-b125-9da72f91f47e; no canonical performance mapped: title is not in the show's canonical setlist (intro, tuning, banter, or source-only segment)."
release-dicks-picks-volume-10-1977-12-29,17,gd-1977-12-29-drums-2-10,Drums >,159,,disc 2 track 8; MusicBrainz recording 3ad089bb-ddc7-44ce-a92c-97392063aeca; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,18,gd-1977-12-29-not-fade-away-2-11,Not Fade Away >,605,,disc 2 track 9; MusicBrainz recording f3748cb2-fb83-4a82-b2e2-9bba2929a5f0; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,19,gd-1977-12-29-playing-in-the-band-2-12,Playing in the Band,289,,disc 2 track 10; MusicBrainz recording a7dda65e-acad-4fbf-841c-fda8065cab92; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,20,gd-1977-12-29-terrapin-station-3-1,Terrapin Station,629,,disc 3 track 1; MusicBrainz recording 5f209216-2127-4672-b6c9-7e7cc0ef629a; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,21,gd-1977-12-29-johnny-b-goode-3-2,Johnny B. Goode,277,,disc 3 track 2; MusicBrainz recording 057a6158-dae0-4a0f-8a03-1e60dc11c018; title aligned uniquely and monotonically with the gd-1977-12-29 setlist.
release-dicks-picks-volume-10-1977-12-29,22,,Estimated Prophet >,647,,"disc 3 track 3; MusicBrainz recording 70bb4dbd-33e1-42e0-b945-10ff2fbbc7a0; no canonical performance mapped: title is not in the show's canonical setlist (intro, tuning, banter, or source-only segment)."
