performance_id,person_id,role,instrument,notes,source_key,source_record_id
gd-1991-09-10-franklin-s-tower-2-3,person-branford-marsalis,guest,saxophone,"Marsalis played Franklin's Tower, closing the Help On The Way suite. JamBase, 'Branford Marsalis Guests With Grateful Dead At Madison Square Garden On This Date In 1991.'",manual,research-branford-marsalis-2026-09-18
gd-1991-09-10-estimated-prophet-2-4,person-branford-marsalis,guest,saxophone,"Marsalis played Estimated Prophet ahead of the Dark Star pair. JamBase, 'Branford Marsalis Guests With Grateful Dead At Madison Square Garden On This Date In 1991.'",manual,research-branford-marsalis-2026-09-18
gd-1991-09-10-dark-star-2-5,person-branford-marsalis,guest,saxophone,"Marsalis contributed soprano and tenor saxophone across the night, including a widely cited turn on this Dark Star. JamBase, 'Branford Marsalis Guests With Grateful Dead At Madison Square Garden On This Date In 1991.'",manual,research-branford-marsalis-2026-09-18
gd-1991-09-10-space-2-7,person-branford-marsalis,guest,saxophone,"Marsalis played through Space, between the night's two Dark Stars. JamBase, 'Branford Marsalis Guests With Grateful Dead At Madison Square Garden On This Date In 1991.'",manual,research-branford-marsalis-2026-09-18
gd-1991-09-10-dark-star-2-8,person-branford-marsalis,guest,saxophone,"Marsalis played the second Dark Star of the night, closing out the Drums-Space sequence. JamBase, 'Branford Marsalis Guests With Grateful Dead At Madison Square Garden On This Date In 1991.'",manual,research-branford-marsalis-2026-09-18
gd-1991-09-10-space-2-9,person-branford-marsalis,guest,saxophone,"Marsalis played through this second Space before I Need A Miracle. JamBase, 'Branford Marsalis Guests With Grateful Dead At Madison Square Garden On This Date In 1991.'",manual,research-branford-marsalis-2026-09-18
gd-1991-09-10-i-need-a-miracle-2-10,person-branford-marsalis,guest,saxophone,"Marsalis played I Need A Miracle, part of the show he played start to finish. JamBase, 'Branford Marsalis Guests With Grateful Dead At Madison Square Garden On This Date In 1991.'",manual,research-branford-marsalis-2026-09-18
gd-1991-09-10-standing-on-the-moon-2-11,person-branford-marsalis,guest,saxophone,"Marsalis played Standing On The Moon, part of the show he played start to finish. JamBase, 'Branford Marsalis Guests With Grateful Dead At Madison Square Garden On This Date In 1991.'",manual,research-branford-marsalis-2026-09-18
gd-1991-09-10-turn-on-your-lovelight-2-12,person-branford-marsalis,guest,saxophone,"Marsalis closed the second set with Turn On Your Lovelight. JamBase, 'Branford Marsalis Guests With Grateful Dead At Madison Square Garden On This Date In 1991.'",manual,research-branford-marsalis-2026-09-18
gd-1991-09-10-it-s-all-over-now-baby-blue-3-1,person-branford-marsalis,guest,saxophone,"Marsalis closed the show he played start to finish with the It's All Over Now, Baby Blue encore. JamBase, 'Branford Marsalis Guests With Grateful Dead At Madison Square Garden On This Date In 1991.'",manual,research-branford-marsalis-2026-09-18
gd-1993-12-10-bertha-1-7,person-branford-marsalis,guest,saxophone,"Marsalis played Bertha, one of three songs Grateful Dead of the Day names for this sit-in. Grateful Dead of the Day, guest page for Branford Marsalis.",manual,research-branford-marsalis-2026-09-18
gd-1993-12-10-scarlet-begonias-2-1,person-branford-marsalis,guest,saxophone,"Marsalis opened the second set with Scarlet Begonias, heading into Fire on the Mountain. Grateful Dead of the Day, guest page for Branford Marsalis.",manual,research-branford-marsalis-2026-09-18
gd-1993-12-10-fire-on-the-mountain-2-2,person-branford-marsalis,guest,saxophone,"Marsalis continued through Fire on the Mountain. Grateful Dead of the Day, guest page for Branford Marsalis.",manual,research-branford-marsalis-2026-09-18
gd-1994-12-16-eyes-of-the-world-2-1,person-branford-marsalis,guest,saxophone,"Marsalis's fifth and final sit-in opened with Eyes of the World at the top of the second set. Setlist.fm, Grateful Dead at Los Angeles Sports Arena, December 16, 1994.",manual,research-branford-marsalis-2026-09-18
gd-1994-12-16-samba-in-the-rain-2-2,person-branford-marsalis,guest,saxophone,"Marsalis played Samba In The Rain, the second set's second song. Setlist.fm, Grateful Dead at Los Angeles Sports Arena, December 16, 1994.",manual,research-branford-marsalis-2026-09-18
gd-1994-12-16-estimated-prophet-2-3,person-branford-marsalis,guest,saxophone,"Marsalis played Estimated Prophet. Setlist.fm, Grateful Dead at Los Angeles Sports Arena, December 16, 1994.",manual,research-branford-marsalis-2026-09-18
gd-1994-12-16-hes-gone-2-4,person-branford-marsalis,guest,saxophone,"Marsalis played He's Gone ahead of Drums, which he sat out. Setlist.fm, Grateful Dead at Los Angeles Sports Arena, December 16, 1994.",manual,research-branford-marsalis-2026-09-18
gd-1994-12-16-space-2-6,person-branford-marsalis,guest,saxophone,"Marsalis returned after Drums for Space. Setlist.fm, Grateful Dead at Los Angeles Sports Arena, December 16, 1994.",manual,research-branford-marsalis-2026-09-18
gd-1994-12-16-the-other-one-2-7,person-branford-marsalis,guest,saxophone,"Marsalis played The Other One. Setlist.fm, Grateful Dead at Los Angeles Sports Arena, December 16, 1994.",manual,research-branford-marsalis-2026-09-18
gd-1994-12-16-wharf-rat-2-8,person-branford-marsalis,guest,saxophone,"Marsalis played Wharf Rat. Setlist.fm, Grateful Dead at Los Angeles Sports Arena, December 16, 1994.",manual,research-branford-marsalis-2026-09-18
gd-1994-12-16-good-lovin-2-9,person-branford-marsalis,guest,saxophone,"Marsalis closed the second set with Good Lovin' and did not return for the Lucy In The Sky With Diamonds encore, his last known appearance with the band. Setlist.fm, Grateful Dead at Los Angeles Sports Arena, December 16, 1994.",manual,research-branford-marsalis-2026-09-18
gd-1988-06-25-sugaree-1-4,person-bruce-hornsby,guest,accordion,Hornsby's first sit-in with the Dead came opening night of his own band's tour support slot on accordion for Sugaree. Grateful Dead of the Day: 06-25-1988 recording notes.,manual,research-bruce-hornsby-2026-09-18
gd-1988-06-25-stuck-inside-of-mobile-with-the-memphis-blues-again-1-5,person-bruce-hornsby,guest,accordion,"He stayed on for Stuck Inside of Mobile With the Memphis Blues Again, the second half of his Buckeye Lake debut. Glide Magazine: Bruce Hornsby at 65 calls the pairing his ""sublime"" first turn with the band.",manual,research-bruce-hornsby-2026-09-18
gd-1988-09-24-not-fade-away-2-11,person-bruce-hornsby,guest,accordion,At the Rainforest benefit Hornsby played accordion on Not Fade Away closing set two. Dead.net show page: September 24 1988.,manual,research-bruce-hornsby-2026-09-18
gd-1988-09-24-good-lovin-3-1,person-bruce-hornsby,guest,vocals,"He opened the encore on vocals and electric piano for Good Lovin', part of a night crowded with guests including Hall and Oates. Dead.net show page: September 24 1988.",manual,research-bruce-hornsby-2026-09-18
gd-1988-09-24-good-lovin-3-1,person-bruce-hornsby,guest,electric piano,"He opened the encore on vocals and electric piano for Good Lovin', part of a night crowded with guests including Hall and Oates. Dead.net show page: September 24 1988.",manual,research-bruce-hornsby-2026-09-18
gd-1988-09-24-knockin-on-heaven-s-door-3-2,person-bruce-hornsby,guest,accordion,He switched to accordion for the closing Knockin' On Heaven's Door. Dead.net show page: September 24 1988.,manual,research-bruce-hornsby-2026-09-18
gd-1989-07-12-sugaree-2-1,person-bruce-hornsby,guest,accordion,Back at RFK a year later he opened set two on accordion for Sugaree. Grateful Dead of the Day: 07-12-1989.,manual,research-bruce-hornsby-2026-09-18
gd-1989-07-12-man-smart-woman-smarter-2-2,person-bruce-hornsby,guest,keyboards,"He moved to keyboards alongside Brent Mydland for Man Smart (Woman Smarter); a dead.net commenter recalls ""Bruce kicked an awesome keys solo on that one.""",manual,research-bruce-hornsby-2026-09-18
gd-1989-07-13-tennessee-jed-1-4,person-bruce-hornsby,guest,accordion,"The next night he sat in on accordion for Tennessee Jed. Grateful Dead of the Day: 07-13-1989, corroborating a dead.net attendee's memory of the same pairing.",manual,research-bruce-hornsby-2026-09-18
gd-1989-07-13-stuck-inside-of-mobile-with-the-memphis-blues-again-1-5,person-bruce-hornsby,guest,accordion,"He closed his set with accordion on Stuck Inside of Mobile With the Memphis Blues Again, the same Dylan cover from his Buckeye Lake debut. Grateful Dead of the Day: 07-13-1989.",manual,research-bruce-hornsby-2026-09-18
gd-1989-12-10-sugaree-1-2,person-bruce-hornsby,guest,accordion,His busiest pre-membership night: accordion opened on Sugaree. Dead.net show page: December 10 1989.,manual,research-bruce-hornsby-2026-09-18
gd-1989-12-10-jack-straw-2-1,person-bruce-hornsby,guest,accordion,Accordion continued into set two on Jack Straw. Dead.net show page: December 10 1989.,manual,research-bruce-hornsby-2026-09-18
gd-1989-12-10-china-cat-sunflower-2-2,person-bruce-hornsby,guest,accordion,He carried the accordion through China Cat Sunflower. Dead.net show page: December 10 1989.,manual,research-bruce-hornsby-2026-09-18
gd-1989-12-10-i-know-you-rider-2-3,person-bruce-hornsby,guest,accordion,"And into I Know You Rider, closing his accordion run for the night. Dead.net show page: December 10 1989.",manual,research-bruce-hornsby-2026-09-18
gd-1989-12-10-c-c-rider-1-7,person-bruce-hornsby,guest,piano,He switched to keyboards behind guest Spencer Davis for C.C. Rider. Dead.net show page: December 10 1989.,manual,research-bruce-hornsby-2026-09-18
gd-1989-12-10-i-m-a-man-1-8,person-bruce-hornsby,guest,piano,He stayed on keyboards with Davis for I'm a Man. Dead.net show page: December 10 1989.,manual,research-bruce-hornsby-2026-09-18
gd-1989-12-10-man-smart-woman-smarter-2-4,person-bruce-hornsby,guest,piano,Back on piano for Man Smart (Woman Smarter). Dead.net show page: December 10 1989.,manual,research-bruce-hornsby-2026-09-18
gd-1989-12-10-good-lovin-2-10,person-bruce-hornsby,guest,piano,He closed the set on piano for Good Lovin'. Dead.net show page: December 10 1989.,manual,research-bruce-hornsby-2026-09-18
gd-1989-12-10-good-lovin-2-10,person-bruce-hornsby,guest,vocals,He also sang a verse on Good Lovin'; attendees on the Dead.net show page recall his mic being off at first. Dead.net show page: December 10 1989.,manual,research-bruce-hornsby-2026-09-18
gd-1990-07-10-jack-straw-1-1,person-bruce-hornsby,guest,accordion,"Sixteen days before Brent Mydland's death, Hornsby opened the show on accordion for Jack Straw. Jerrygarcia.com show page: July 10 1990 setlist credits.",manual,research-bruce-hornsby-2026-09-18
gd-1990-07-10-friend-of-the-devil-1-6,person-bruce-hornsby,guest,accordion,He stayed on accordion for Friend of the Devil. Jerrygarcia.com show page: July 10 1990 setlist credits.,manual,research-bruce-hornsby-2026-09-18
gd-1990-07-10-when-i-paint-my-masterpiece-1-7,person-bruce-hornsby,guest,accordion,"And for When I Paint My Masterpiece, played through a power failure later in the set. Jerrygarcia.com show page: July 10 1990 setlist credits.",manual,research-bruce-hornsby-2026-09-18
gd-1990-07-10-bird-song-1-8,person-bruce-hornsby,guest,accordion,"His accordion made ""beautiful interplay"" with Brent Mydland's keys on Bird Song, later featured in the Dead's All the Years Live video series. Liveforlivemusic.com: Grateful Dead Bird Song Carter-Finley 7-10-90.",manual,research-bruce-hornsby-2026-09-18
gd-1990-07-10-promised-land-1-9,person-bruce-hornsby,guest,accordion,"He closed set one on accordion for Promised Land, interrupted mid-song by a power failure. Jerrygarcia.com show page: July 10 1990 setlist credits.",manual,research-bruce-hornsby-2026-09-18
gd-1990-07-10-iko-iko-2-1,person-bruce-hornsby,guest,accordion,He opened set two on accordion for Iko Iko. Jerrygarcia.com show page: July 10 1990 setlist credits.,manual,research-bruce-hornsby-2026-09-18
gd-1990-07-10-playing-in-the-band-2-2,person-bruce-hornsby,guest,accordion,He continued on accordion into Playing In The Band. Jerrygarcia.com show page: July 10 1990 setlist credits.,manual,research-bruce-hornsby-2026-09-18
gd-1990-07-10-uncle-john-s-band-2-3,person-bruce-hornsby,guest,accordion,And through the Uncle John's Band that followed. Jerrygarcia.com show page: July 10 1990 setlist credits.,manual,research-bruce-hornsby-2026-09-18
gd-1990-07-10-playing-in-the-band-2-4,person-bruce-hornsby,guest,accordion,"His accordion carried into the Playing In The Band reprise jam before Drums, his last credited song of the night. Jerrygarcia.com show page: July 10 1990 setlist credits.",manual,research-bruce-hornsby-2026-09-18
gd-1994-03-25-the-weight-3-1,person-bruce-hornsby,guest,accordion,"On his first return with an all-accordion set, he closed the show with The Weight, a rare pairing of the instrument with The Band's song. Dead.net show page: March 25 1994 attendee commentary.",manual,research-bruce-hornsby-2026-09-18
gd-1994-03-25-the-weight-3-1,person-bruce-hornsby,guest,vocals,"He also sang a verse of The Weight, according to an attendee's recollection; treat the vocal credit as recollection rather than a fixed fact. Dead.net show page: March 25 1994 attendee commentary.",manual,research-bruce-hornsby-2026-09-18
gd-1988-12-31-wang-dang-doodle-1-3,person-clarence-clemons,guest,saxophone,"Clemons' first Grateful Dead sit-in, freshly unemployed after Bruce Springsteen sidelined the E Street Band and living nearby in Marin. setlist.fm setlist for the date; Live for Live Music, 'Watch The Grateful Dead Jam With Clarence Clemons On This Day In 1989.'",manual,research-clemons-miller-2026-09-18
gd-1988-12-31-west-l-a-fadeaway-1-4,person-clarence-clemons,guest,saxophone,"Clemons' first Grateful Dead sit-in, freshly unemployed after Bruce Springsteen sidelined the E Street Band and living nearby in Marin. setlist.fm setlist for the date; Live for Live Music, 'Watch The Grateful Dead Jam With Clarence Clemons On This Day In 1989.'",manual,research-clemons-miller-2026-09-18
gd-1988-12-31-sugar-magnolia-2-1,person-clarence-clemons,guest,saxophone,"Clemons' first Grateful Dead sit-in, freshly unemployed after Bruce Springsteen sidelined the E Street Band and living nearby in Marin. setlist.fm setlist for the date; Live for Live Music, 'Watch The Grateful Dead Jam With Clarence Clemons On This Day In 1989.'",manual,research-clemons-miller-2026-09-18
gd-1988-12-31-touch-of-grey-2-2,person-clarence-clemons,guest,saxophone,"Clemons' first Grateful Dead sit-in, freshly unemployed after Bruce Springsteen sidelined the E Street Band and living nearby in Marin. setlist.fm setlist for the date; Live for Live Music, 'Watch The Grateful Dead Jam With Clarence Clemons On This Day In 1989.'",manual,research-clemons-miller-2026-09-18
gd-1988-12-31-man-smart-woman-smarter-2-3,person-clarence-clemons,guest,saxophone,"Clemons' first Grateful Dead sit-in, freshly unemployed after Bruce Springsteen sidelined the E Street Band and living nearby in Marin. setlist.fm setlist for the date; Live for Live Music, 'Watch The Grateful Dead Jam With Clarence Clemons On This Day In 1989.'",manual,research-clemons-miller-2026-09-18
gd-1988-12-31-terrapin-station-2-4,person-clarence-clemons,guest,saxophone,"Clemons' first Grateful Dead sit-in, freshly unemployed after Bruce Springsteen sidelined the E Street Band and living nearby in Marin. setlist.fm setlist for the date; Live for Live Music, 'Watch The Grateful Dead Jam With Clarence Clemons On This Day In 1989.'",manual,research-clemons-miller-2026-09-18
gd-1988-12-31-goin-down-the-road-feelin-bad-3-2,person-clarence-clemons,guest,saxophone,"Clemons' first Grateful Dead sit-in, freshly unemployed after Bruce Springsteen sidelined the E Street Band and living nearby in Marin. setlist.fm setlist for the date; Live for Live Music, 'Watch The Grateful Dead Jam With Clarence Clemons On This Day In 1989.'",manual,research-clemons-miller-2026-09-18
gd-1988-12-31-one-more-saturday-night-3-3,person-clarence-clemons,guest,saxophone,"Clemons' first Grateful Dead sit-in, freshly unemployed after Bruce Springsteen sidelined the E Street Band and living nearby in Marin. setlist.fm setlist for the date; Live for Live Music, 'Watch The Grateful Dead Jam With Clarence Clemons On This Day In 1989.'",manual,research-clemons-miller-2026-09-18
gd-1989-05-27-bird-song-1-7,person-clarence-clemons,guest,saxophone,"The first time Clemons played in an actual Grateful Dead concert, at the In Concert Against AIDS benefit; JamBase says the Big Man 'contributes mightily' to a mighty fine Bird Song.",manual,research-clemons-miller-2026-09-18
gd-1989-05-27-fire-on-the-mountain-2-2,person-clarence-clemons,guest,saxophone,"Fire on the Mountain grew out of the Hell in a Bucket transition, Big Man fueling the flames, egged on by Garcia. JamBase, 'Watch Grateful Dead Perform Fire On The Mountain With Clarence Clemons At 1989 Oakland Benefit Concert.'",manual,research-clemons-miller-2026-09-18
gd-1989-05-27-iko-iko-1-5,person-clarence-clemons,guest,saxophone,"Clemons played saxophone on more than half the set at this AIDS benefit the Dead headlined, with John Fogerty, Tower of Power, Los Lobos, Tracy Chapman and Joe Satriani also on the bill. Albums That Should Exist, 'In Concert Against AIDS ... Part 4.'",manual,research-clemons-miller-2026-09-18
gd-1989-05-27-stuck-inside-of-mobile-with-the-memphis-blues-again-1-6,person-clarence-clemons,guest,saxophone,"Clemons played saxophone on more than half the set at this AIDS benefit the Dead headlined, with John Fogerty, Tower of Power, Los Lobos, Tracy Chapman and Joe Satriani also on the bill. Albums That Should Exist, 'In Concert Against AIDS ... Part 4.'",manual,research-clemons-miller-2026-09-18
gd-1989-05-27-promised-land-1-8,person-clarence-clemons,guest,saxophone,"Clemons played saxophone on more than half the set at this AIDS benefit the Dead headlined, with John Fogerty, Tower of Power, Los Lobos, Tracy Chapman and Joe Satriani also on the bill. Albums That Should Exist, 'In Concert Against AIDS ... Part 4.'",manual,research-clemons-miller-2026-09-18
gd-1989-05-27-hell-in-a-bucket-2-1,person-clarence-clemons,guest,saxophone,"Clemons played saxophone on more than half the set at this AIDS benefit the Dead headlined, with John Fogerty, Tower of Power, Los Lobos, Tracy Chapman and Joe Satriani also on the bill. Albums That Should Exist, 'In Concert Against AIDS ... Part 4.'",manual,research-clemons-miller-2026-09-18
gd-1989-05-27-blow-away-2-3,person-clarence-clemons,guest,saxophone,"Clemons played saxophone on more than half the set at this AIDS benefit the Dead headlined, with John Fogerty, Tower of Power, Los Lobos, Tracy Chapman and Joe Satriani also on the bill. Albums That Should Exist, 'In Concert Against AIDS ... Part 4.'",manual,research-clemons-miller-2026-09-18
gd-1989-05-27-truckin-2-4,person-clarence-clemons,guest,saxophone,"Clemons played saxophone on more than half the set at this AIDS benefit the Dead headlined, with John Fogerty, Tower of Power, Los Lobos, Tracy Chapman and Joe Satriani also on the bill. Albums That Should Exist, 'In Concert Against AIDS ... Part 4.'",manual,research-clemons-miller-2026-09-18
gd-1989-05-27-turn-on-your-lovelight-2-10,person-clarence-clemons,guest,saxophone,"Clemons played saxophone on more than half the set at this AIDS benefit the Dead headlined, with John Fogerty, Tower of Power, Los Lobos, Tracy Chapman and Joe Satriani also on the bill. Albums That Should Exist, 'In Concert Against AIDS ... Part 4.'",manual,research-clemons-miller-2026-09-18
gd-1989-05-27-brokedown-palace-3-1,person-clarence-clemons,guest,saxophone,"Clemons played saxophone on more than half the set at this AIDS benefit the Dead headlined, with John Fogerty, Tower of Power, Los Lobos, Tracy Chapman and Joe Satriani also on the bill. Albums That Should Exist, 'In Concert Against AIDS ... Part 4.'",manual,research-clemons-miller-2026-09-18
gd-1989-06-21-hell-in-a-bucket-2-2,person-clarence-clemons,guest,saxophone,"Clemons walked on for the Hell in a Bucket transition and stayed for the rest of the set except Drums and Space, at a Shoreline show broadcast live on pay-per-view. Glide Magazine, 'Clarence Clemons' Big Night With The Dead.'",manual,research-clemons-miller-2026-09-18
gd-1989-06-21-ship-of-fools-2-3,person-clarence-clemons,guest,saxophone,"Clemons walked on for the Hell in a Bucket transition and stayed for the rest of the set except Drums and Space, at a Shoreline show broadcast live on pay-per-view. Glide Magazine, 'Clarence Clemons' Big Night With The Dead.'",manual,research-clemons-miller-2026-09-18
gd-1989-06-21-estimated-prophet-2-4,person-clarence-clemons,guest,saxophone,"Clemons walked on for the Hell in a Bucket transition and stayed for the rest of the set except Drums and Space, at a Shoreline show broadcast live on pay-per-view. Glide Magazine, 'Clarence Clemons' Big Night With The Dead.'",manual,research-clemons-miller-2026-09-18
gd-1989-06-21-eyes-of-the-world-2-5,person-clarence-clemons,guest,saxophone,"Clemons walked on for the Hell in a Bucket transition and stayed for the rest of the set except Drums and Space, at a Shoreline show broadcast live on pay-per-view. Glide Magazine, 'Clarence Clemons' Big Night With The Dead.'",manual,research-clemons-miller-2026-09-18
gd-1989-06-21-truckin-2-8,person-clarence-clemons,guest,saxophone,"Clemons walked on for the Hell in a Bucket transition and stayed for the rest of the set except Drums and Space, at a Shoreline show broadcast live on pay-per-view. Glide Magazine, 'Clarence Clemons' Big Night With The Dead.'",manual,research-clemons-miller-2026-09-18
gd-1989-06-21-the-other-one-2-9,person-clarence-clemons,guest,saxophone,"Clemons walked on for the Hell in a Bucket transition and stayed for the rest of the set except Drums and Space, at a Shoreline show broadcast live on pay-per-view. Glide Magazine, 'Clarence Clemons' Big Night With The Dead.'",manual,research-clemons-miller-2026-09-18
gd-1989-06-21-morning-dew-2-10,person-clarence-clemons,guest,saxophone,"Clemons walked on for the Hell in a Bucket transition and stayed for the rest of the set except Drums and Space, at a Shoreline show broadcast live on pay-per-view. Glide Magazine, 'Clarence Clemons' Big Night With The Dead.'",manual,research-clemons-miller-2026-09-18
gd-1989-06-21-turn-on-your-lovelight-2-11,person-clarence-clemons,guest,saxophone,"Clemons walked on for the Hell in a Bucket transition and stayed for the rest of the set except Drums and Space, at a Shoreline show broadcast live on pay-per-view. Glide Magazine, 'Clarence Clemons' Big Night With The Dead.'",manual,research-clemons-miller-2026-09-18
gd-1989-12-06-ship-of-fools-2-3,person-clarence-clemons,guest,saxophone,"Clemons sat in on tenor from Ship of Fools through the encore at this Bay Area earthquake relief benefit, playing soft and restrained behind the three guitars and keys during Space. Grateful Dead of the Day, 12-06-1989; Albums That Should Exist, 'Earthquake Relief Benefit ... 12-6-1989.'",manual,research-clemons-miller-2026-09-18
gd-1989-12-06-terrapin-station-2-4,person-clarence-clemons,guest,saxophone,"Clemons sat in on tenor from Ship of Fools through the encore at this Bay Area earthquake relief benefit, playing soft and restrained behind the three guitars and keys during Space. Grateful Dead of the Day, 12-06-1989; Albums That Should Exist, 'Earthquake Relief Benefit ... 12-6-1989.'",manual,research-clemons-miller-2026-09-18
gd-1989-12-06-space-2-7,person-clarence-clemons,guest,saxophone,"Clemons sat in on tenor from Ship of Fools through the encore at this Bay Area earthquake relief benefit, playing soft and restrained behind the three guitars and keys during Space. Grateful Dead of the Day, 12-06-1989; Albums That Should Exist, 'Earthquake Relief Benefit ... 12-6-1989.'",manual,research-clemons-miller-2026-09-18
gd-1989-12-06-all-along-the-watchtower-2-9,person-clarence-clemons,guest,saxophone,"Clemons sat in on tenor from Ship of Fools through the encore at this Bay Area earthquake relief benefit, playing soft and restrained behind the three guitars and keys during Space. Grateful Dead of the Day, 12-06-1989; Albums That Should Exist, 'Earthquake Relief Benefit ... 12-6-1989.'",manual,research-clemons-miller-2026-09-18
gd-1989-12-06-standing-on-the-moon-2-10,person-clarence-clemons,guest,saxophone,"Clemons sat in on tenor from Ship of Fools through the encore at this Bay Area earthquake relief benefit, playing soft and restrained behind the three guitars and keys during Space. Grateful Dead of the Day, 12-06-1989; Albums That Should Exist, 'Earthquake Relief Benefit ... 12-6-1989.'",manual,research-clemons-miller-2026-09-18
gd-1989-12-06-sunshine-daydream-2-11,person-clarence-clemons,guest,saxophone,"Clemons sat in on tenor from Ship of Fools through the encore at this Bay Area earthquake relief benefit, playing soft and restrained behind the three guitars and keys during Space. Grateful Dead of the Day, 12-06-1989; Albums That Should Exist, 'Earthquake Relief Benefit ... 12-6-1989.'",manual,research-clemons-miller-2026-09-18
gd-1989-12-06-black-muddy-river-3-1,person-clarence-clemons,guest,saxophone,"Clemons sat in on tenor from Ship of Fools through the encore at this Bay Area earthquake relief benefit, playing soft and restrained behind the three guitars and keys during Space. Grateful Dead of the Day, 12-06-1989; Albums That Should Exist, 'Earthquake Relief Benefit ... 12-6-1989.'",manual,research-clemons-miller-2026-09-18
gd-1989-12-27-iko-iko-2-1,person-clarence-clemons,guest,saxophone,"Clemons' fifth and final Grateful Dead sit-in; backstage mushrooms left him, per David Browne's 'So Many Roads,' with a large, confused smile by the middle of the set. Live for Live Music, 'Watch The Grateful Dead Jam With Clarence Clemons On This Day In 1989.'",manual,research-clemons-miller-2026-09-18
gd-1989-12-27-playing-in-the-band-2-2,person-clarence-clemons,guest,saxophone,"Clemons' fifth and final Grateful Dead sit-in; backstage mushrooms left him, per David Browne's 'So Many Roads,' with a large, confused smile by the middle of the set. Live for Live Music, 'Watch The Grateful Dead Jam With Clarence Clemons On This Day In 1989.'",manual,research-clemons-miller-2026-09-18
gd-1989-12-27-the-wheel-2-7,person-clarence-clemons,guest,saxophone,"Clemons' fifth and final Grateful Dead sit-in; backstage mushrooms left him, per David Browne's 'So Many Roads,' with a large, confused smile by the middle of the set. Live for Live Music, 'Watch The Grateful Dead Jam With Clarence Clemons On This Day In 1989.'",manual,research-clemons-miller-2026-09-18
gd-1989-12-27-i-need-a-miracle-2-8,person-clarence-clemons,guest,saxophone,"Clemons' fifth and final Grateful Dead sit-in; backstage mushrooms left him, per David Browne's 'So Many Roads,' with a large, confused smile by the middle of the set. Live for Live Music, 'Watch The Grateful Dead Jam With Clarence Clemons On This Day In 1989.'",manual,research-clemons-miller-2026-09-18
gd-1992-05-31-spoonful-2-10,person-steve-miller,guest,guitar,"Miller's band opened the last of three Vegas shows on the summer tour, then he took the stage on guitar from Spoonful through the Who and Beatles covers that closed the night. Dead.net show page comments; Daily Dose of the Dead, May 31 1992 recap.",manual,research-clemons-miller-2026-09-18
gd-1992-05-31-the-other-one-2-11,person-steve-miller,guest,guitar,"Miller's band opened the last of three Vegas shows on the summer tour, then he took the stage on guitar from Spoonful through the Who and Beatles covers that closed the night. Dead.net show page comments; Daily Dose of the Dead, May 31 1992 recap.",manual,research-clemons-miller-2026-09-18
gd-1992-05-31-morning-dew-2-12,person-steve-miller,guest,guitar,"Miller's band opened the last of three Vegas shows on the summer tour, then he took the stage on guitar from Spoonful through the Who and Beatles covers that closed the night. Dead.net show page comments; Daily Dose of the Dead, May 31 1992 recap.",manual,research-clemons-miller-2026-09-18
gd-1992-05-31-baba-o-riley-3-1,person-steve-miller,guest,guitar,"Miller's band opened the last of three Vegas shows on the summer tour, then he took the stage on guitar from Spoonful through the Who and Beatles covers that closed the night. Dead.net show page comments; Daily Dose of the Dead, May 31 1992 recap.",manual,research-clemons-miller-2026-09-18
gd-1992-05-31-tomorrow-never-knows-3-2,person-steve-miller,guest,guitar,"Miller's band opened the last of three Vegas shows on the summer tour, then he took the stage on guitar from Spoonful through the Who and Beatles covers that closed the night. Dead.net show page comments; Daily Dose of the Dead, May 31 1992 recap.",manual,research-clemons-miller-2026-09-18
gd-1992-06-14-spoonful-2-7,person-steve-miller,guest,guitar,Miller came out for Spoonful and stayed on guitar through the encore at Giants Stadium; an attendee recalled him dedicating 'Take the Money and Run' to the Dead. setlist.fm setlist for the date; dead.net show page comments.,manual,research-clemons-miller-2026-09-18
gd-1992-06-14-the-other-one-2-8,person-steve-miller,guest,guitar,Miller came out for Spoonful and stayed on guitar through the encore at Giants Stadium; an attendee recalled him dedicating 'Take the Money and Run' to the Dead. setlist.fm setlist for the date; dead.net show page comments.,manual,research-clemons-miller-2026-09-18
gd-1992-06-14-baba-o-riley-3-1,person-steve-miller,guest,guitar,Miller came out for Spoonful and stayed on guitar through the encore at Giants Stadium; an attendee recalled him dedicating 'Take the Money and Run' to the Dead. setlist.fm setlist for the date; dead.net show page comments.,manual,research-clemons-miller-2026-09-18
gd-1992-06-14-tomorrow-never-knows-3-2,person-steve-miller,guest,guitar,Miller came out for Spoonful and stayed on guitar through the encore at Giants Stadium; an attendee recalled him dedicating 'Take the Money and Run' to the Dead. setlist.fm setlist for the date; dead.net show page comments.,manual,research-clemons-miller-2026-09-18
gd-1992-06-15-i-need-a-miracle-2-7,person-steve-miller,guest,guitar,Second of two Giants Stadium nights; Miller joined on guitar late in the second set and through the Knockin' On Heaven's Door encore. setlist.fm setlist for the date.,manual,research-clemons-miller-2026-09-18
gd-1992-06-15-standing-on-the-moon-2-8,person-steve-miller,guest,guitar,Second of two Giants Stadium nights; Miller joined on guitar late in the second set and through the Knockin' On Heaven's Door encore. setlist.fm setlist for the date.,manual,research-clemons-miller-2026-09-18
gd-1992-06-15-not-fade-away-2-10,person-steve-miller,guest,guitar,Second of two Giants Stadium nights; Miller joined on guitar late in the second set and through the Knockin' On Heaven's Door encore. setlist.fm setlist for the date.,manual,research-clemons-miller-2026-09-18
